Country Name,Country Code,Year,Electricity_Consumption_Value,Coal_Percentage_Value,Electricity_Consumption_has_data,Coal_Percentage_has_data
Croatia,HRV,1992,2227.798395827806,7.863401482812852,1,1
Croatia,HRV,1993,2218.254988682661,4.841070681723129,1,1
Croatia,HRV,1994,2203.1270689919056,1.151259546335347,1,1
Croatia,HRV,1995,2314.70358417586,2.608883139284174,1,1
Croatia,HRV,1996,2405.039875166142,1.1187684596795846,1,1
Croatia,HRV,1997,2609.968863838833,4.9863387978142075,1,1
Croatia,HRV,1998,2631.4308819132702,4.693770720642122,1,1
Croatia,HRV,1999,2778.8876338835485,3.975652977887356,1,1
Croatia,HRV,2000,2828.8150621869336,13.748781136424077,1,1
Croatia,HRV,2001,2993.2724631492574,12.787883519400422,1,1
Croatia,HRV,2002,3191.4097384252705,16.51268399624178,1,1
Croatia,HRV,2003,3257.889867985748,18.140658013884696,1,1
Croatia,HRV,2004,3429.3546438693493,15.28949249463903,1,1
Croatia,HRV,2005,3582.246072927941,17.687281568150738,1,1
